"Provider Name","Service Name","Preview"
"Microsoft.Billing/billingAccounts/promotionalCredits","Cost Management and Billing","True"
"Microsoft.Billing/billingAccounts/savingsPlanOrders/savingsPlans","Cost Management and Billing","True"
"Microsoft.Billing/billingAccounts/savingsPlanOrders","Cost Management and Billing","True"
"Microsoft.Billing/billingAccounts/savingsPlans","Cost Management and Billing","True"
"Microsoft.BillingBenefits/*",""
"Microsoft.BillingBenefits/savingsPlanOrders","","True"
"Microsoft.BillingBenefits/savingsPlanOrders/savingsPlans","","True"
"Microsoft.BillingBenefits/validate","","True"
"Microsoft.BillingBenefits/operations","","True"
"Microsoft.BillingBenefits/savingsPlanOrderAliases","","True"
"Microsoft.Bing/*",""
"Microsoft.Bing/locations","","False"
"Microsoft.Bing/accounts/skus","","False"
"Microsoft.Bing/accounts/usages","","False"
"Microsoft.Bing/registeredSubscriptions","","False"
"Microsoft.Bing/operations","","False"
"Microsoft.Bing/locations/operationStatuses","","False"
"Microsoft.Bing/accounts","","False"
"Microsoft.Blockchain/*","Azure Blockchain Service"
"Microsoft.Blockchain/blockchainMembers","Azure Blockchain Service","True"
"Microsoft.Blockchain/locations","Azure Blockchain Service","True"
"Microsoft.Blockchain/locations/blockchainMemberOperationResults","Azure Blockchain Service","True"
"Microsoft.Blockchain/locations/checkNameAvailability","Azure Blockchain Service","True"
"Microsoft.Blockchain/locations/listConsortiums","Azure Blockchain Service","True"
"Microsoft.Blockchain/operations","Azure Blockchain Service","True"
"Microsoft.BlockchainTokens/*","Azure Blockchain Tokens"
"Microsoft.BlockchainTokens/Operations","Azure Blockchain Tokens","True"
"Microsoft.BotService/*","Azure Bot Service"
"Microsoft.BotService/botServices","Azure Bot Service","False"
"Microsoft.BotService/botServices/channels","Azure Bot Service","False"
"Microsoft.BotService/botServices/connections","Azure Bot Service","False"
"Microsoft.BotService/listAuthServiceProviders","Azure Bot Service","False"
"Microsoft.BotService/hostSettings","Azure Bot Service","False"
"Microsoft.BotService/checkNameAvailability","Azure Bot Service","False"
"Microsoft.BotService/operations","Azure Bot Service","False"
"Microsoft.BotService/botServices/privateEndpointConnectionProxies","Azure Bot Service","False"
"Microsoft.BotService/botServices/privateEndpointConnections","Azure Bot Service","False"
"Microsoft.BotService/botServices/privateLinkResources","Azure Bot Service","False"
"Microsoft.BotService/operationResults","Azure Bot Service","False"
"Microsoft.Capacity/*","core"
"Microsoft.Capacity/resourceProviders","core","False"
"Microsoft.Capacity/resourceProviders/locations","core","False"
"Microsoft.Capacity/resourceProviders/locations/serviceLimits","core","False"
"Microsoft.Capacity/resourceProviders/locations/serviceLimitsRequests","core","False"
"Microsoft.Capacity/resources","core","False"
"Microsoft.Capacity/reservationOrders","core","False"
"Microsoft.Capacity/reservationOrders/reservations","core","False"
"Microsoft.Capacity/listbenefits","core","False"
"Microsoft.Capacity/reservations","core","False"
"Microsoft.Capacity/reservationOrders/reservations/revisions","core","False"
"Microsoft.Capacity/operations","core","False"
"Microsoft.Capacity/catalogs","core","False"
"Microsoft.Capacity/appliedReservations","core","False"
"Microsoft.Capacity/checkOffers","core","False"
"Microsoft.Capacity/checkScopes","core","False"
"Microsoft.Capacity/calculatePrice","core","False"
"Microsoft.Capacity/calculateExchange","core","False"
"Microsoft.Capacity/exchange","core","False"
"Microsoft.Capacity/reservationOrders/calculateRefund","core","False"
"Microsoft.Capacity/reservationOrders/return","core","False"
"Microsoft.Capacity/reservationOrders/split","core","False"
"Microsoft.Capacity/reservationOrders/merge","core","False"
"Microsoft.Capacity/reservationOrders/swap","core","False"
"Microsoft.Capacity/validateReservationOrder","core","False"
"Microsoft.Capacity/reservationOrders/availableScopes","core","False"
"Microsoft.Capacity/reservationOrders/reservations/availableScopes","core","False"
"Microsoft.Capacity/commercialReservationOrders","core","False"
"Microsoft.Capacity/calculatePurchasePrice","core","True"
"Microsoft.Capacity/placePurchaseOrder","core","True"
"Microsoft.Capacity/checkPurchaseStatus","core","True"
"Microsoft.Capacity/ownReservations","core","False"
"Microsoft.Capacity/operationResults","core","True"
"Microsoft.Capacity/listSkus","core","True"
"Microsoft.Capacity/checkBenefitScopes","core","True"
"Microsoft.Cascade/*",""
"Microsoft.Cascade/sites","","True"
"Microsoft.Cascade/Locations","","True"
"Microsoft.Cascade/Locations/operationStatuses","","True"
"Microsoft.Cascade/Operations","","True"
"Microsoft.CertificateRegistration/*","App Service Certificates"
"Microsoft.CertificateRegistration/certificateOrders","App Service Certificates","False"
"Microsoft.CertificateRegistration/certificateOrders/certificates","App Service Certificates","False"
"Microsoft.CertificateRegistration/validateCertificateRegistrationInformation","App Service Certificates","False"
"Microsoft.CertificateRegistration/operations","App Service Certificates","False"
"Microsoft.Chaos/*",""
"Microsoft.Chaos/operations","","True"
"Microsoft.Chaos/targets","","True"
"Microsoft.Chaos/locations","","True"
"Microsoft.Chaos/locations/targetTypes","","True"
"Microsoft.Chaos/experiments","","True"
"Microsoft.ClassicSubscription/*","Classic deployment model"
"Microsoft.ClassicSubscription/operations","Classic deployment model","False"
"Microsoft.CloudTest/*",""
"Microsoft.CloudTest/accounts","","False"
"Microsoft.CloudTest/pools","","False"
"Microsoft.CloudTest/hostedpools","","False"
"Microsoft.CloudTest/images","","False"
"Microsoft.CloudTest/operations","","False"
"Microsoft.CloudTest/locations","","False"
"Microsoft.CloudTest/locations/operations","","False"
"Microsoft.CodeSigning/*",""
"Microsoft.CodeSigning/Locations","","True"
"Microsoft.CodeSigning/Locations/OperationStatuses","","True"
"Microsoft.CodeSigning/Operations","","True"
"Microsoft.CodeSigning/checkNameAvailability","","True"
"Microsoft.Codespaces/*",""
"Microsoft.Codespaces/plans","","False"
"Microsoft.Codespaces/operations","","False"
"Microsoft.Codespaces/registeredSubscriptions","","False"
"Microsoft.CognitiveServices/*","Cognitive Services"
"Microsoft.CognitiveServices/accounts","Cognitive Services","False"
"Microsoft.CognitiveServices/operations","Cognitive Services","False"
"Microsoft.CognitiveServices/locations/operationResults","Cognitive Services","False"
"Microsoft.CognitiveServices/locations","Cognitive Services","False"
"Microsoft.CognitiveServices/locations/deleteVirtualNetworkOrSubnets","Cognitive Services","False"
"Microsoft.CognitiveServices/locations/checkSkuAvailability","Cognitive Services","False"
"Microsoft.CognitiveServices/checkDomainAvailability","Cognitive Services","False"
"Microsoft.CognitiveServices/accounts/privateLinkResources","Cognitive Services","False"
"Microsoft.CognitiveServices/accounts/privateEndpointConnections","Cognitive Services","False"
"Microsoft.CognitiveServices/accounts/privateEndpointConnectionProxies","Cognitive Services","False"
"Microsoft.CognitiveServices/deletedAccounts","Cognitive Services","False"
"Microsoft.CognitiveServices/locations/resourceGroups","Cognitive Services","False"
"Microsoft.CognitiveServices/locations/resourceGroups/deletedAccounts","Cognitive Services","False"
"Microsoft.CognitiveServices/locations/commitmentTiers","Cognitive Services","False"
"Microsoft.Commerce/*","core"
"Microsoft.Commerce/UsageAggregates","core","False"
"Microsoft.Commerce/RateCard","core","False"
"Microsoft.Commerce/operations","core","False"
"Microsoft.Communication/*",""
"Microsoft.Communication/Locations","","False"
"Microsoft.Communication/CommunicationServices","","False"
"Microsoft.Communication/CommunicationServices/eventGridFilters","","False"
"Microsoft.Communication/operations","","False"
"Microsoft.Communication/registeredSubscriptions","","False"
"Microsoft.Communication/locations/operationStatuses","","False"
"Microsoft.Communication/CheckNameAvailability","","False"
"Microsoft.ConfidentialLedger/*",""
"Microsoft.ConfidentialLedger/Locations","","True"
"Microsoft.ConfidentialLedger/Locations/operationstatuses","","True"
"Microsoft.ConfidentialLedger/Ledgers","","True"
"Microsoft.ConfidentialLedger/checkNameAvailability","","True"
"Microsoft.Confluent/*",""
"Microsoft.Confluent/operations","","False"
"Microsoft.Confluent/locations","","False"
"Microsoft.Confluent/locations/OperationStatuses","","False"
"Microsoft.Confluent/organizations","","False"
"Microsoft.Confluent/checkNameAvailability","","False"
"Microsoft.Confluent/agreements","","False"
"Microsoft.Confluent/validations","","True"
"Microsoft.ConnectedCache/*",""
"Microsoft.ConnectedCache/CacheNodes","","True"
"Microsoft.ConnectedCache/enterpriseCustomers","","True"
"Microsoft.ConnectedVehicle/*",""
"Microsoft.ConnectedVehicle/locations","","True"
"Microsoft.ConnectedVehicle/operations","","True"
"Microsoft.ConnectedVehicle/Locations/OperationStatuses","","True"
"Microsoft.ConnectedVehicle/checkNameAvailability","","True"
"Microsoft.ConnectedVehicle/registeredSubscriptions","","True"
"Microsoft.ConnectedVMwarevSphere/*",""
"Microsoft.ConnectedVMwarevSphere/Locations","","True"
"Microsoft.ConnectedVMwarevSphere/Locations/OperationStatuses","","True"
"Microsoft.ConnectedVMwarevSphere/VCenters","","True"
"Microsoft.ConnectedVMwarevSphere/ResourcePools","","True"
"Microsoft.ConnectedVMwarevSphere/VirtualNetworks","","True"
"Microsoft.ConnectedVMwarevSphere/VirtualMachineTemplates","","True"
"Microsoft.ConnectedVMwarevSphere/Operations","","True"
"Microsoft.ConnectedVMwarevSphere/VirtualMachines","","True"
"Microsoft.ConnectedVMwarevSphere/VCenters/InventoryItems","","True"
"Microsoft.ConnectedVMwarevSphere/VirtualMachines/HybridIdentityMetadata","","True"
"Microsoft.ConnectedVMwarevSphere/VirtualMachines/Extensions","","True"
"Microsoft.ConnectedVMwarevSphere/VirtualMachines/GuestAgents","","True"
"Microsoft.ConnectedVMwarevSphere/Clusters","","True"
"Microsoft.ConnectedVMwarevSphere/Datastores","","True"
"Microsoft.ConnectedVMwarevSphere/Hosts","","True"
"Microsoft.Consumption/*","Cost Management"
"Microsoft.Consumption/Forecasts","Cost Management","False"
"Microsoft.Consumption/AggregatedCost","Cost Management","False"
"Microsoft.Consumption/tenants","Cost Management","False"
"Microsoft.Consumption/ReservationRecommendations","Cost Management","False"
"Microsoft.Consumption/ReservationRecommendationDetails","Cost Management","False"
"Microsoft.Consumption/ReservationSummaries","Cost Management","False"
"Microsoft.Consumption/ReservationTransactions","Cost Management","False"
"Microsoft.Consumption/Balances","Cost Management","False"
"Microsoft.Consumption/Marketplaces","Cost Management","False"
"Microsoft.Consumption/Pricesheets","Cost Management","False"
"Microsoft.Consumption/ReservationDetails","Cost Management","False"
"Microsoft.Consumption/Budgets","Cost Management","False"
"Microsoft.Consumption/CostTags","Cost Management","False"
"Microsoft.Consumption/Tags","Cost Management","False"
"Microsoft.Consumption/Terms","Cost Management","False"
"Microsoft.Consumption/UsageDetails","Cost Management","False"
"Microsoft.Consumption/Charges","Cost Management","False"
"Microsoft.Consumption/credits","Cost Management","False"
"Microsoft.Consumption/events","Cost Management","False"
"Microsoft.Consumption/lots","Cost Management","False"
"Microsoft.Consumption/products","Cost Management","False"
"Microsoft.Consumption/OperationStatus","Cost Management","False"
"Microsoft.Consumption/OperationResults","Cost Management","False"
"Microsoft.Consumption/Operations","Cost Management","False"
"Microsoft.ContainerInstance/*","Container Instances"
"Microsoft.ContainerInstance/containerGroups","Container Instances","False"
"Microsoft.ContainerInstance/serviceAssociationLinks","Container Instances","False"
"Microsoft.ContainerInstance/locations","Container Instances","False"
"Microsoft.ContainerInstance/locations/capabilities","Container Instances","False"
"Microsoft.ContainerInstance/locations/usages","Container Instances","False"
"Microsoft.ContainerInstance/locations/operations","Container Instances","False"
"Microsoft.ContainerInstance/locations/operationresults","Container Instances","False"
"Microsoft.ContainerInstance/operations","Container Instances","False"
"Microsoft.ContainerInstance/locations/cachedImages","Container Instances","False"
"Microsoft.ContainerInstance/locations/deleteVirtualNetworkOrSubnets","Container Instances","False"
"Microsoft.ContainerRegistry/*","Container Registry"
"Microsoft.ContainerRegistry/registries","Container Registry","False"
"Microsoft.ContainerRegistry/registries/connectedRegistries","Container Registry","True"
"Microsoft.ContainerRegistry/registries/connectedRegistries/deactivate","Container Registry","True"
"Microsoft.ContainerRegistry/registries/scopeMaps","Container Registry","True"
"Microsoft.ContainerRegistry/registries/tokens","Container Registry","True"
"Microsoft.ContainerRegistry/registries/generateCredentials","Container Registry","True"
"Microsoft.ContainerRegistry/registries/privateEndpointConnections","Container Registry","True"
"Microsoft.ContainerRegistry/registries/privateEndpointConnectionProxies","Container Registry","True"
"Microsoft.ContainerRegistry/registries/privateEndpointConnectionProxies/validate","Container Registry","True"
"Microsoft.ContainerRegistry/registries/privateLinkResources","Container Registry","True"
"Microsoft.ContainerRegistry/registries/importImage","Container Registry","False"
"Microsoft.ContainerRegistry/registries/exportPipelines","Container Registry","True"
"Microsoft.ContainerRegistry/registries/importPipelines","Container Registry","True"
"Microsoft.ContainerRegistry/registries/pipelineRuns","Container Registry","True"
"Microsoft.ContainerRegistry/registries/listBuildSourceUploadUrl","Container Registry","False"
"Microsoft.ContainerRegistry/registries/scheduleRun","Container Registry","False"
"Microsoft.ContainerRegistry/registries/runs","Container Registry","False"
"Microsoft.ContainerRegistry/registries/taskRuns","Container Registry","True"
"Microsoft.ContainerRegistry/registries/taskRuns/listDetails","Container Registry","True"
"Microsoft.ContainerRegistry/registries/agentPools","Container Registry","True"
"Microsoft.ContainerRegistry/registries/agentPools/listQueueStatus","Container Registry","True"
"Microsoft.ContainerRegistry/registries/runs/listLogSasUrl","Container Registry","False"
"Microsoft.ContainerRegistry/registries/runs/cancel","Container Registry","False"
"Microsoft.ContainerRegistry/registries/tasks","Container Registry","False"
"Microsoft.ContainerRegistry/registries/tasks/listDetails","Container Registry","False"
"Microsoft.ContainerRegistry/registries/getBuildSourceUploadUrl","Container Registry","True"
"Microsoft.ContainerRegistry/registries/queueBuild","Container Registry","True"
"Microsoft.ContainerRegistry/registries/builds","Container Registry","True"
"Microsoft.ContainerRegistry/registries/builds/getLogLink","Container Registry","True"
"Microsoft.ContainerRegistry/registries/builds/cancel","Container Registry","True"
"Microsoft.ContainerRegistry/registries/buildTasks","Container Registry","True"
"Microsoft.ContainerRegistry/registries/buildTasks/listSourceRepositoryProperties","Container Registry","True"
"Microsoft.ContainerRegistry/registries/buildTasks/steps","Container Registry","True"
"Microsoft.ContainerRegistry/registries/buildTasks/steps/listBuildArguments","Container Registry","True"
"Microsoft.ContainerRegistry/registries/replications","Container Registry","False"
"Microsoft.ContainerRegistry/registries/webhooks","Container Registry","False"
"Microsoft.ContainerRegistry/registries/webhooks/ping","Container Registry","False"
"Microsoft.ContainerRegistry/registries/webhooks/getCallbackConfig","Container Registry","False"
"Microsoft.ContainerRegistry/registries/webhooks/listEvents","Container Registry","False"
"Microsoft.ContainerRegistry/locations/setupAuth","Container Registry","True"
"Microsoft.ContainerRegistry/locations/authorize","Container Registry","True"
"Microsoft.ContainerRegistry/locations/operationResults","Container Registry","False"
"Microsoft.ContainerRegistry/locations/deleteVirtualNetworkOrSubnets","Container Registry","False"
"Microsoft.ContainerRegistry/registries/GetCredentials","Container Registry","True"
"Microsoft.ContainerRegistry/registries/listCredentials","Container Registry","False"
"Microsoft.ContainerRegistry/registries/regenerateCredential","Container Registry","False"
"Microsoft.ContainerRegistry/registries/listUsages","Container Registry","False"
"Microsoft.ContainerRegistry/registries/listPolicies","Container Registry","False"
"Microsoft.ContainerRegistry/registries/updatePolicies","Container Registry","False"
"Microsoft.ContainerRegistry/registries/regenerateCredentials","Container Registry","True"
"Microsoft.ContainerRegistry/registries/eventGridFilters","Container Registry","False"
"Microsoft.ContainerRegistry/checkNameAvailability","Container Registry","False"
"Microsoft.ContainerRegistry/operations","Container Registry","False"
"Microsoft.ContainerRegistry/locations","Container Registry","False"
"Microsoft.ContainerService/*","Azure Kubernetes Service (AKS)"
"Microsoft.ContainerService/containerServices","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/managedClusters","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/openShiftManagedClusters","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/locations/openShiftClusters","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/locations","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/locations/operationresults","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/locations/operations","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/operations","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/locations/orchestrators","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/locations/osOptions","Azure Kubernetes Service (AKS)","False"
"Microsoft.ContainerService/snapshots","Azure Kubernetes Service (AKS)","False"
"Microsoft.CostManagement/*","Cost Management"
"Microsoft.CostManagement/Connectors","Cost Management","True"
"Microsoft.CostManagement/CloudConnectors","Cost Management","True"
"Microsoft.CostManagement/CheckConnectorEligibility","Cost Management","True"
"Microsoft.CostManagement/ExternalBillingAccounts","Cost Management","True"
"Microsoft.CostManagement/ExternalBillingAccounts/Dimensions","Cost Management","False"
"Microsoft.CostManagement/ExternalBillingAccounts/Query","Cost Management","False"
"Microsoft.CostManagement/ExternalSubscriptions/Dimensions","Cost Management","False"
"Microsoft.CostManagement/ExternalSubscriptions/Query","Cost Management","False"
"Microsoft.CostManagement/ExternalSubscriptions","Cost Management","True"
"Microsoft.CostManagement/Forecast","Cost Management","False"
"Microsoft.CostManagement/ExternalSubscriptions/Forecast","Cost Management","False"
"Microsoft.CostManagement/ExternalBillingAccounts/Forecast","Cost Management","False"
"Microsoft.CostManagement/Settings","Cost Management","False"
"Microsoft.CostManagement/operations","Cost Management","False"
"Microsoft.CostManagement/register","Cost Management","True"
"Microsoft.CostManagement/Query","Cost Management","False"
"Microsoft.CostManagement/Dimensions","Cost Management","False"
"Microsoft.CostManagement/Budgets","Cost Management","False"
"Microsoft.CostManagement/ExternalSubscriptions/Alerts","Cost Management","False"
"Microsoft.CostManagement/ExternalBillingAccounts/Alerts","Cost Management","False"
"Microsoft.CostManagement/Alerts","Cost Management","False"
"Microsoft.CostManagement/showbackRules","Cost Management","True"
"Microsoft.CostManagement/costAllocationRules","Cost Management","True"
"Microsoft.CostManagement/Exports","Cost Management","False"
"Microsoft.CostManagement/Reports","Cost Management","True"
"Microsoft.CostManagement/Reportconfigs","Cost Management","False"
"Microsoft.CostManagement/BillingAccounts","Cost Management","False"
"Microsoft.CostManagement/Departments","Cost Management","False"
"Microsoft.CostManagement/EnrollmentAccounts","Cost Management","False"
"Microsoft.CostManagement/Views","Cost Management","False"
"Microsoft.CostManagement/ScheduledActions","Cost Management","True"
"Microsoft.CostManagement/CheckNameAvailability","Cost Management","True"
"Microsoft.CostManagement/BenefitUtilizationSummaries","Cost Management","True"
"Microsoft.CostManagement/Insights","Cost Management","True"
"Microsoft.CostManagement/fetchPrices","Cost Management","True"
"Microsoft.CostManagement/calculatePrice","Cost Management","True"
"Microsoft.CostManagement/GenerateReservationDetailsReport","Cost Management","False"
"Microsoft.CostManagement/ReservationDetailsOperationResults","Cost Management","False"
"Microsoft.CostManagement/GenerateDetailedCostReport","Cost Management","False"
"Microsoft.CostManagement/OperationStatus","Cost Management","False"
"Microsoft.CostManagement/OperationResults","Cost Management","False"
"Microsoft.CostManagementExports/*","Cost Management"
"Microsoft.CostManagementExports/Operations","Cost Management","False"
"Microsoft.CustomerLockbox/*","Customer Lockbox for Microsoft Azure"
"Microsoft.CustomerLockbox/operations","Customer Lockbox for Microsoft Azure","True"
"Microsoft.CustomerLockbox/TenantOptedIn","Customer Lockbox for Microsoft Azure","True"
"Microsoft.CustomerLockbox/EnableLockbox","Customer Lockbox for Microsoft Azure","True"
"Microsoft.CustomerLockbox/DisableLockbox","Customer Lockbox for Microsoft Azure","True"
"Microsoft.CustomerLockbox/requests","Customer Lockbox for Microsoft Azure","True"
"Microsoft.CustomProviders/*","Azure Custom Providers"
"Microsoft.CustomProviders/resourceProviders","Azure Custom Providers","True"
"Microsoft.CustomProviders/associations","Azure Custom Providers","True"
"Microsoft.CustomProviders/operations","Azure Custom Providers","True"
"Microsoft.CustomProviders/locations","Azure Custom Providers","True"
"Microsoft.CustomProviders/locations/operationStatuses","Azure Custom Providers","True"
"Microsoft.D365CustomerInsights/*",""
"Microsoft.D365CustomerInsights/instances","","True"
"Microsoft.D365CustomerInsights/operations","","True"
"Microsoft.Dashboard/*",""
"Microsoft.Dashboard/locations","","True"
"Microsoft.Dashboard/checkNameAvailability","","True"
"Microsoft.Dashboard/locations/operationStatuses","","True"
"Microsoft.Dashboard/operations","","True"
"Microsoft.DataBox/*","Azure Data Box"
"Microsoft.DataBox/jobs","Azure Data Box","False"
"Microsoft.DataBox/locations","Azure Data Box","False"
"Microsoft.DataBox/locations/validateAddress","Azure Data Box","False"
"Microsoft.DataBox/locations/checkNameAvailability","Azure Data Box","False"
"Microsoft.DataBox/locations/operationresults","Azure Data Box","False"
"Microsoft.DataBox/operations","Azure Data Box","False"
"Microsoft.DataBox/locations/availableSkus","Azure Data Box","False"
"Microsoft.DataBox/locations/validateInputs","Azure Data Box","False"
"Microsoft.DataBox/locations/regionConfiguration","Azure Data Box","False"
"Microsoft.DataBoxEdge/*","Azure Stack Edge"
"Microsoft.DataBoxEdge/DataBoxEdgeDevices","Azure Stack Edge","False"
"Microsoft.DataBoxEdge/DataBoxEdgeDevices/checkNameAvailability","Azure Stack Edge","False"
"Microsoft.DataBoxEdge/operations","Azure Stack Edge","False"
"Microsoft.DataBoxEdge/availableSkus","Azure Stack Edge","False"
"Microsoft.Databricks/*","Azure Databricks"
"Microsoft.Databricks/workspaces","Azure Databricks","False"
"Microsoft.Databricks/workspaces/virtualNetworkPeerings","Azure Databricks","False"
"Microsoft.Databricks/workspaces/dbWorkspaces","Azure Databricks","False"
"Microsoft.Databricks/operations","Azure Databricks","False"
"Microsoft.Databricks/locations","Azure Databricks","False"
"Microsoft.Databricks/locations/operationstatuses","Azure Databricks","False"
"Microsoft.Databricks/locations/getNetworkPolicies","Azure Databricks","False"
"Microsoft.DataCatalog/*","Data Catalog"
"Microsoft.DataCatalog/catalogs","Data Catalog","False"
"Microsoft.DataCatalog/checkNameAvailability","Data Catalog","False"
"Microsoft.DataCatalog/operations","Data Catalog","False"
"Microsoft.DataCatalog/locations","Data Catalog","False"
"Microsoft.DataCatalog/locations/jobs","Data Catalog","False"
"Microsoft.DataCollaboration/*",""
"Microsoft.DataCollaboration/listinvitations","","True"
"Microsoft.DataCollaboration/locations","","True"
"Microsoft.DataCollaboration/locations/operationResults","","True"
"Microsoft.DataCollaboration/locations/consumerInvitations/reject","","True"
"Microsoft.DataCollaboration/locations/consumerInvitations","","True"
"Microsoft.DataCollaboration/operations","","True"
"Microsoft.Datadog/*",""
"Microsoft.Datadog/registeredSubscriptions","","False"
"Microsoft.Datadog/locations","","False"
"Microsoft.Datadog/locations/operationStatuses","","False"
"Microsoft.Datadog/operations","","False"
"Microsoft.Datadog/monitors","","False"
"Microsoft.Datadog/monitors/tagRules","","False"
"Microsoft.Datadog/monitors/listMonitoredResources","","False"
"Microsoft.Datadog/monitors/listApiKeys","","False"
"Microsoft.Datadog/monitors/getDefaultKey","","False"
"Microsoft.Datadog/monitors/setDefaultKey","","False"
"Microsoft.Datadog/monitors/singleSignOnConfigurations","","False"
"Microsoft.Datadog/monitors/listHosts","","False"
"Microsoft.Datadog/monitors/listLinkedResources","","False"
"Microsoft.Datadog/monitors/refreshSetPasswordLink","","False"
"Microsoft.Datadog/agreements","","False"
"Microsoft.DataFactory/*","Data Factory"
"Microsoft.DataFactory/dataFactories","Data Factory","False"
"Microsoft.DataFactory/factories","Data Factory","False"
"Microsoft.DataFactory/factories/integrationRuntimes","Data Factory","False"
"Microsoft.DataFactory/dataFactories/diagnosticSettings","Data Factory","False"
"Microsoft.DataFactory/dataFactories/metricDefinitions","Data Factory","False"
"Microsoft.DataFactory/checkDataFactoryNameAvailability","Data Factory","True"
"Microsoft.DataFactory/checkAzureDataFactoryNameAvailability","Data Factory","False"
"Microsoft.DataFactory/dataFactorySchema","Data Factory","False"
"Microsoft.DataFactory/operations","Data Factory","False"
"Microsoft.DataFactory/locations","Data Factory","False"
"Microsoft.DataFactory/locations/configureFactoryRepo","Data Factory","False"
"Microsoft.DataFactory/locations/getFeatureValue","Data Factory","False"
"Microsoft.DataLakeAnalytics/*","Data Lake Analytics"
"Microsoft.DataLakeAnalytics/accounts","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/accounts/storageAccounts","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/accounts/storageAccounts/containers","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/accounts/storageAccounts/containers/listSasTokens","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/locations","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/locations/operationresults","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/locations/checkNameAvailability","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/locations/capability","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/locations/usages","Data Lake Analytics","False"
"Microsoft.DataLakeAnalytics/operations","Data Lake Analytics","False"
"Microsoft.DataLakeStore/*","Azure Data Lake Storage Gen2"
"Microsoft.DataLakeStore/accounts","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/accounts/firewallRules","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/accounts/eventGridFilters","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/locations","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/locations/operationresults","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/locations/checkNameAvailability","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/locations/capability","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/locations/usages","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/locations/deleteVirtualNetworkOrSubnets","Azure Data Lake Storage Gen2","False"
"Microsoft.DataLakeStore/operations","Azure Data Lake Storage Gen2","False"
"Microsoft.DataMigration/*","Azure Database Migration Service"
"Microsoft.DataMigration/locations","Azure Database Migration Service","False"
"Microsoft.DataMigration/services","Azure Database Migration Service","False"
"Microsoft.DataMigration/services/projects","Azure Database Migration Service","False"
"Microsoft.DataMigration/locations/operationResults","Azure Database Migration Service","False"
"Microsoft.DataMigration/locations/operationStatuses","Azure Database Migration Service","False"
"Microsoft.DataMigration/locations/checkNameAvailability","Azure Database Migration Service","False"
"Microsoft.DataMigration/operations","Azure Database Migration Service","True"
"Microsoft.DataMigration/SqlMigrationServices","Azure Database Migration Service","True"
"Microsoft.DataMigration/DatabaseMigrations","Azure Database Migration Service","True"
"Microsoft.DataMigration/Locations/OperationTypes","Azure Database Migration Service","True"
"Microsoft.DataMigration/Locations/sqlMigrationServiceOperationResults","Azure Database Migration Service","True"
"Microsoft.DataProtection/*","Data Protection"
"Microsoft.DataProtection/BackupVaults","Data Protection","False"
"Microsoft.DataProtection/ResourceGuards","Data Protection","False"
"Microsoft.DataProtection/operations","Data Protection","False"
"Microsoft.DataProtection/locations","Data Protection","False"
"Microsoft.DataProtection/locations/operationResults","Data Protection","False"
"Microsoft.DataProtection/locations/operationStatus","Data Protection","False"
"Microsoft.DataProtection/locations/checkNameAvailability","Data Protection","False"
"Microsoft.DataProtection/locations/checkFeatureSupport","Data Protection","False"
"Microsoft.DataShare/*","Azure Data Share"
"Microsoft.DataShare/accounts","Azure Data Share","False"
"Microsoft.DataShare/accounts/shares","Azure Data Share","False"
"Microsoft.DataShare/accounts/shares/datasets","Azure Data Share","False"
"Microsoft.DataShare/accounts/shares/synchronizationSettings","Azure Data Share","False"
"Microsoft.DataShare/accounts/shares/invitations","Azure Data Share","False"
"Microsoft.DataShare/accounts/sharesubscriptions","Azure Data Share","False"
"Microsoft.DataShare/accounts/shares/providersharesubscriptions","Azure Data Share","False"
